434 1350
434.5 1111.25
435. 857
435.25 662.25
435.5 456.75
436. 245.76
436.25 24
436.25 -208.5
436.25 -387
436.25 -641
436 -917
435 -1084.75
433.5 -1241.5
432.5 -1350
