-2072 1350
-2068.5 1211.25
-2066 1079.5
-2064.75 948
-2064.5 796
-2063.5 623.75
-2062.75 417.75
-2062.5 191.75
-2063 22.75
-2063 -92
-2062 -243.75
-2061.25 -429.5
-2060.75 -622
-2062 -814.5
-2064.75 -1017
-2067.5 -1189.25
-2070.75 -1350
