-1233.5 1350
-1232.25 1095.75
-1231.75 823
-1232.5 576
-1233 313.25
-1232.00 37.75
-1231.5 -249.25
-1231.75 -474.75
-1232.5 -671
-1233 -816.5
-1233.25 -1045.5
-1234.00 -1187.5
-1236.75 -1350
