LAPP-ITEP-3
3
0
135.5
2700
0.24
10
100
13.55
27
snemo::se82_enriched96.9_pva0.1000_density2.592
1
0.012
basic::mylar
101
1 155.724 110.386 -125.693 -2016.98 11 -0.555015 -0.444229 -0.32934 -0.210749 -0.0894009 0.0332268 0.15537 0.275378 0.392045 0.504732 0.613282 
1 155.526 108.259 -125.487 -2017.14 11 -0.561996 -0.450063 -0.333645 -0.213126 -0.0895251 0.0355033 0.159955 0.281972 0.400246 0.514132 0.623532 
1 155.269 105.969 -125.225 -2017.32 11 -0.568977 -0.455785 -0.337673 -0.215001 -0.0888674 0.0388548 0.16587 0.290075 0.410055 0.525181 0.635435 
1 154.95 103.56 -124.903 -2017.51 11 -0.577704 -0.463246 -0.343386 -0.218431 -0.0895542 0.041125 0.170961 0.297561 0.419389 0.535845 0.647012 
1 154.567 101.087 -124.523 -2017.7 11 -0.586431 -0.470665 -0.348973 -0.221592 -0.089767 0.0440967 0.176939 0.30604 0.429746 0.547517 0.659562 
1 154.125 98.6082 -124.092 -2017.89 11 -0.596903 -0.479923 -0.356469 -0.226669 -0.0918132 0.0453914 0.18141 0.31314 0.438808 0.557946 0.670908 
1 153.633 96.1847 -123.622 -2018.07 11 -0.605629 -0.487386 -0.362104 -0.22979 -0.0917839 0.0488615 0.188072 0.322348 0.44983 0.570175 0.683909 
1 153.104 93.8678 -123.128 -2018.24 11 -0.614356 -0.494927 -0.367899 -0.23313 -0.0919871 0.052111 0.1945 0.331259 0.460469 0.581939 0.696385 
1 152.551 91.6974 -122.627 -2018.4 11 -0.621337 -0.500718 -0.371946 -0.234725 -0.0904555 0.0570413 0.202465 0.341492 0.472201 0.594597 0.709599 
1 151.987 89.7 -122.134 -2018.54 11 -0.630064 -0.508494 -0.378263 -0.238885 -0.0917248 0.0590306 0.207427 0.348705 0.480928 0.604292 0.719907 
1 151.422 87.8898 -121.66 -2018.66 11 -0.637045 -0.514546 -0.382904 -0.241449 -0.0915183 0.0623223 0.213451 0.356713 0.490211 0.614355 0.730449 
1 150.865 86.2703 -121.216 -2018.75 11 -0.645772 -0.522612 -0.3899 -0.246753 -0.0944019 0.0622925 0.216059 0.361305 0.496134 0.621141 0.737804 
1 150.322 84.836 -120.807 -2018.83 11 -0.651008 -0.527067 -0.393179 -0.248283 -0.0935628 0.0657651 0.221792 0.368593 0.50437 0.629936 0.746939 
1 149.798 83.5746 -120.438 -2018.89 11 -0.657989 -0.533529 -0.398802 -0.252554 -0.0958491 0.0658532 0.224048 0.372435 0.509253 0.63549 0.752944 
1 149.296 82.4684 -120.11 -2018.93 11 -0.66148 -0.536343 -0.400618 -0.252901 -0.0942174 0.0696441 0.229608 0.379139 0.516613 0.643222 0.7609 
1 148.818 81.4965 -119.821 -2018.96 11 -0.666716 -0.541141 -0.404727 -0.25591 -0.0956054 0.0701868 0.231872 0.382622 0.520876 0.647986 0.766008 
1 148.364 80.6368 -119.572 -2018.98 11 -0.671952 -0.546026 -0.409053 -0.259311 -0.0975925 0.0699416 0.233218 0.385115 0.524121 0.651728 0.770099 
1 147.936 79.868 -119.36 -2018.99 11 -0.675442 -0.549096 -0.411493 -0.260783 -0.0976782 0.0714537 0.236085 0.388885 0.52844 0.65639 0.774995 
1 147.534 79.1717 -119.184 -2018.98 11 -0.678933 -0.552227 -0.41408 -0.262517 -0.0981616 0.0724414 0.238338 0.391991 0.532075 0.660361 0.779201 
1 147.159 78.5339 -119.043 -2018.97 11 -0.682424 -0.555411 -0.416793 -0.264475 -0.0989839 0.0729872 0.240078 0.394547 0.535141 0.663758 0.782832 
