1
2222
0 -7.31090040910811 -66.2500196552679 -1350
1 -7.56698807997104 -66.0987465919398 -1323
2 -8.02821433547911 -66.3429754980207 -1296
3 -8.29198955659175 -65.9810549796603 -1269
4 -8.66958385236864 -65.8090754995046 -1242
5 -9.06108531220691 -65.6087506781295 -1215
6 -9.46808970059289 -65.412841438912 -1188
7 -10.0055979156491 -65.4719521810057 -1161
8 -10.3280380720075 -65.1268387143966 -1134
9 -10.6591934717699 -64.8451700611476 -1107
10 -11.1182768924859 -64.8398095294318 -1080
11 -11.3425305586808 -64.4734183425888 -1053
12 -11.6941617725444 -64.3786781967461 -1026
13 -12.053634972489 -64.3411496852612 -999
14 -12.1699896388024 -63.9604294705137 -972
15 -12.5472902641817 -64.0347258903759 -945
16 -12.6801727966208 -63.7680088049403 -918
17 -12.9507624455166 -63.7442994118824 -891
18 -13.2314028870881 -63.7600892988012 -864
19 -13.2589118919727 -63.4300104756154 -837
20 -13.5531142486544 -63.5056256353522 -810
21 -13.5875584649535 -63.2272770204171 -783
22 -13.8877937579504 -63.3377512452972 -756
23 -13.9225444730061 -63.0928973650653 -729
24 -14.0899967717848 -63.047019311597 -702
25 -14.1228738742843 -62.8357719256533 -675
26 -14.2904376906374 -62.8254042499095 -648
27 -14.3240899072369 -62.6571984908295 -621
28 -14.4953847858299 -62.6927112609102 -594
29 -14.5334630399532 -62.5758236185358 -567
30 -14.5743531575304 -62.4852573327314 -540
31 -14.6179088946366 -62.4188777865689 -513
32 -14.663238332758 -62.3724443623999 -486
33 -14.8462350974694 -62.5131748369553 -459
34 -14.8878784361845 -62.4823458027462 -432
35 -14.7817498803736 -62.2681248124097 -405
36 -14.795965763649 -62.1981182720703 -378
37 -14.7812518955896 -62.0763803827666 -351
38 -15.000488783441 -62.2176514156155 -324
39 -15.0244669929322 -62.0835523519873 -297
40 -15.1173267122987 -61.9926250132133 -270
41 -15.2718015358221 -61.9311751328711 -243
42 -15.4893970368866 -61.8997638635668 -216
43 -15.5098908324681 -61.5971962813572 -189
44 -15.7635066442275 -61.5353516444196 -162
45 -16.0019280604308 -61.4283567671846 -135
46 -16.244213402093 -61.3031746436711 -108
47 -16.3642662951626 -61.0227353501355 -81
48 -16.6223117832742 -60.874166648804 -54
49 -17.0064386678378 -60.8377244878323 -27
50 -17.2539026788346 -60.637423703246 0
51 -17.5225015242058 -60.4547564556516 27
52 -17.7391665430568 -60.2338318970141 54
53 -18.1134197860855 -60.2077211271226 81
54 -18.3348726158221 -60.0849946652265 108
55 -18.4477052121156 -59.9257733439906 135
56 -18.5714848732279 -59.8498567466125 162
57 -18.7759278597893 -59.9166854503598 189
58 -18.8274102637444 -59.8800953196981 216
59 -18.8939587062725 -59.8841521222867 243
60 -18.8918725500818 -59.8266209205464 270
61 -18.9099530839109 -59.7822468331771 297
62 -19.0741901813867 -59.8730319725851 324
63 -19.0947148583807 -59.8097450579231 351
64 -19.1358137245304 -59.7650833342588 378
65 -19.2246919397772 -59.7768707229254 405
66 -19.3901160343686 -59.8836650513612 432
67 -19.3563369003164 -59.8110056455111 459
68 -19.4437133938275 -59.8856091456838 486
69 -19.5151322513644 -59.9645311042767 513
70 -19.5782714971731 -60.0487384922178 540
71 -19.4860638581988 -59.9785399201244 567
72 -19.3906234545333 -59.9023713309365 594
73 -19.5927605431634 -60.129254822271 621
74 -19.4916382607029 -60.035040654633 648
75 -19.5397310483383 -60.0932026961255 675
76 -19.5887079492346 -60.1557155439855 702
77 -19.4908836717447 -60.0749031186348 729
78 -19.5492694349491 -60.1770780871974 756
79 -19.4660993732044 -60.1550583573906 783
80 -19.5431439933733 -60.33438100254 810
81 -19.4817741848509 -60.4006705420864 837
82 -19.4322910855504 -60.5156910736579 864
83 -19.2453660786007 -60.5168887588938 891
84 -19.218538250614 -60.7301857933298 918
85 -19.0539703810976 -60.8286937474821 945
86 -18.9007954086811 -60.9799957422264 972
87 -18.7600867359154 -61.1920424887271 999
88 -18.4880666671265 -61.303383381161 1026
89 -18.3791155047395 -61.6712213750709 1053
90 -18.0011988443105 -61.7808599133959 1080
91 -17.7887806421263 -62.16951282167 1107
92 -17.3139743697178 -62.2924030049372 1134
93 -16.9996050577368 -62.6928476839999 1161
94 -16.5604853252921 -62.9785184819453 1188
95 -16.1307353037117 -63.3123367447742 1215
96 -15.5702627002686 -63.4554507822128 1242
97 -15.1418743491284 -63.7798398712023 1269
98 -14.7059386610492 -64.0463300271906 1296
99 -14.387244269494 -64.4449417533255 1323
100 -13.9281395596771 -64.5070927899255 1350
101 -3.08852348462388 -53.3700294506692 -1350
102 -3.18691224826975 -53.2714776674609 -1323
103 -3.44056856206858 -53.5884230926036 -1296
104 -3.52886439904606 -53.2909516621086 -1269
105 -3.70473431228337 -53.1964996147655 -1242
106 -3.89151095758019 -53.078678878371 -1215
107 -4.09396543426934 -52.9691252778707 -1188
108 -4.40846265149447 -53.1269447741358 -1161
109 -4.55629804953804 -52.862508236026 -1134
110 -4.71990363987661 -52.6611187630707 -1107
111 -4.99716399884059 -52.7461053285795 -1080
112 -5.09089127436855 -52.4466948585492 -1053
113 -5.29722017200474 -52.4286354185395 -1026
114 -5.51785413918188 -52.4664974168477 -999
115 -5.54501652633087 -52.1353355018055 -972
116 -5.79429258722336 -52.2822969809074 -945
117 -5.8473969981582 -52.0618045169987 -918
118 -6.02009094842032 -52.0958108239784 -891
119 -6.20606906463997 -52.1684651259382 -864
120 -6.18512496977183 -51.8679081118955 -837
121 -6.38936854317974 -51.9990587624039 -810
122 -6.37892198154717 -51.7488008235486 -783
123 -6.59209774630525 -51.914427833815 -756
124 -6.58407196470093 -51.697018627018 -729
